,Country Name,Country Code,Year,Balance,Inflation,GDP,Exports,Trade
3083,Thailand,THA,2008,930870000.0,5.133775321,1.7256679080000001,178000000000.0,122.519931
3084,Grenada,GRD,2011,-207008409.6,0.22342955899999997,0.764825341,31326000.0,47.11868339
3087,Turkey,TUR,1999,-925000000.0,54.29047331,-3.3893050469999997,26588000000.0,26.28492639
3088,Peru,PER,2004,19286880.16,6.279038577000001,4.958203206,12809000000.0,34.31248894
3089,Paraguay,PRY,2005,-67505837.88,10.07531443,2.133486167,3152567541.0,78.62354583
3090,Papua New Guinea,PNG,1978,-32177835.94,-2.030473142,8.549859336,714252000.0,76.21098523
3091,Canada,CAN,1971,-1038623270.0,4.83185463,4.117657617,18373600000.0,35.10114989
3092,Samoa,WSM,1986,11159516.23,-0.309706012,5.504578339,11000000.0,57.45540968
3093,Nicaragua,NIC,1987,-690400000.0,523.0809523,-0.7063529409999999,273000000.0,
3095,Sudan,SDN,1979,-256423663.6,23.97488261,-5.018599329,534507000.0,18.19797946
3096,Lesotho,LSO,2014,-122512645.7,12.82247368,3.1217218439999996,826382256.6,113.60936969999999
3097,Solomon Islands,SLB,1995,8338471.476,6.844093418,8.223592047,168000000.0,62.00247626
3101,"Congo, Rep.",COG,2004,674446801.7,16.8072383,3.4766316230000003,3433000000.0,94.69425541
3102,Benin,BEN,1977,-56663211.33,5.176886815,4.983663725,30996500.0,39.8347582
3103,"Egypt, Arab Rep.",EGY,2001,-388400000.0,1.8676998459999998,3.53525197,4824509821.0,18.64190323
3104,"Congo, Rep.",COG,1992,-316594619.7,-1.56926841,2.611948052,1183000000.0,55.70664637
3105,Niger,NER,1987,-176770505.3,1.6985093519999999,0.074556245,312000000.0,27.89961028
3106,Belize,BLZ,2003,-184286483.1,-2.859425136,9.326537858,205000000.0,76.40184029
3107,"Egypt, Arab Rep.",EGY,1979,-1506714288.0,22.32218562,6.038847062,1839760000.0,31.27768497
3108,"Iran, Islamic Rep.",IRN,1996,5232000000.0,28.83364573,6.350526019,22391000000.0,32.11273867
3109,Haiti,HTI,2001,-131900000.0,11.6324761,-1.0443743909999998,274000000.0,35.78530782
3110,Thailand,THA,2016,48237244207.0,1.77794386,3.237980767,215000000000.0,100.6330313
3111,"Korea, Rep.",KOR,2001,2700200000.0,3.6504296469999997,4.525306764,150000000000.0,54.69202972
3112,Russian Federation,RUS,2004,58559840000.0,20.28207693,7.175949192000001,183000000000.0,47.47564737
3113,Spain,ESP,1984,1777600860.0,10.86473371,1.7846875219999998,23508000000.0,30.49428071
3114,Panama,PAN,2015,-4274100000.0,0.242310064,5.777393472999999,10993000000.0,60.04723786
3115,Philippines,PHL,1991,-1034000000.0,16.5268799,-0.578334651,8801000000.0,47.688601899999995
3116,Sierra Leone,SLE,2010,-585297486.3,17.18649342,5.365143206,341226000.0,42.46955462
3117,St. Lucia,LCA,2004,-91144132.59,0.705552016,7.648706534,79782000.0,56.13704464
3118,Sao Tome and Principe,STP,1997,-6299690.0,,,5000000.0,
3119,Cyprus,CYP,2008,-4222948284.0,4.024417879,3.863966058,1633063220.0,44.09779005
3120,Sao Tome and Principe,STP,1999,-17284633.39,,,2000000.0,
3121,Samoa,WSM,1989,14879800.9,-2.7920942060000002,3.707313698,13000000.0,71.60956593
3123,United Kingdom,GBR,1992,-23204209131.0,3.348880693,0.373976459,190000000000.0,34.88752387
3124,Syrian Arab Republic,SYR,1992,55000000.0,5.118985815,13.47033376,3093000000.0,49.66965155
3126,Mali,MLI,1977,5403012.248,8.063946429,6.348647194,124564000.0,27.00701127
3127,Uruguay,URY,1979,-357100000.0,79.20819471,6.199116731,788130000.0,27.77299182
3129,Maldives,MDV,1982,-19100000.0,,,10000000.0,110.5644457
3130,Sri Lanka,LKA,1977,142192809.1,14.69108362,5.100590264,760801000.0,35.61538767
3131,United States,USA,1985,-124000000000.0,3.1996123869999997,4.238737521,219000000000.0,13.14269518
3132,Dominican Republic,DOM,2015,-1280300000.0,0.8841297570000001,7.040936189,9441800000.0,38.68911466
3133,Morocco,MAR,1977,-1824865401.0,10.77096653,6.059167679,1302100000.0,40.73513178
3134,Zambia,ZMB,1989,-218600000.0,80.87733473,-1.023501789,1347000000.0,56.34418969
3135,Libya,LBY,1988,-1826318166.0,,,6673000000.0,
3136,Comoros,COM,2006,-22518474.02,3.1108845119999997,2.646899868,9927000.0,30.81810904
3137,Tanzania,TZA,2016,-2009048019.0,6.7357856,6.970604552999999,5171600000.0,30.96559335
3138,Malaysia,MYS,2001,7286842368.0,-1.581873899,0.517675306,88005000000.0,174.4601352
3139,Guyana,GUY,2000,-82200000.0,6.600010781,-1.376727515,498000000.0,150.2803767
3141,Djibouti,DJI,2002,69901699.86,0.632524705,2.61856229,35623000.0,39.36327601
3142,Comoros,COM,2005,-26840153.92,0.31592074,2.837407764,12025000.0,29.10643796
3143,Canada,CAN,1962,-1080534821.0,1.4142108340000001,7.116779267,6212630000.0,29.61693661
3144,Greece,GRC,2008,-51312803251.0,4.344583232,-0.335172557,26381687098.0,33.56123786
3145,Angola,AGO,1985,195000000.0,,,2245000000.0,54.54416
3146,Mali,MLI,2014,-675835486.1,1.5506822619999998,7.043356204,2779446416.0,46.51930349
3147,Dominican Republic,DOM,2002,-797900000.0,5.4717276770000005,5.788207316,5165000000.0,52.69908076
3148,Niger,NER,2012,-1021688747.0,4.809605012,11.81366328,1450000000.0,48.25552952
3150,Chile,CHL,1994,-1587000000.0,14.46398495,5.030197977,11604000000.0,41.08866344
3151,"Gambia, The",GMB,2012,-92782872.8,4.4522579239999995,5.599761222000001,118848000.0,54.81995491
3152,Mongolia,MNG,1986,-1060600000.0,-9.172359951,9.374994512999999,716000000.0,64.04991147
3153,Myanmar,MMR,2000,-210121258.6,2.461773988,13.74593056,1646000000.0,45.44604078
3155,Togo,TGO,1975,-75492422.41,-4.263835255,2.440541185,126461000.0,48.70281004
3156,Czech Republic,CZE,2016,2138782863.0,1.235923138,2.59332602,163000000000.0,156.5008733
3158,Guinea-Bissau,GNB,1985,-75800000.0,32.31350513,4.1664928969999995,12000000.0,50.04996198
3159,Sri Lanka,LKA,2000,-1043587519.0,7.277430207,6.00003316,5430000000.0,77.19762077
3160,Trinidad and Tobago,TTO,1987,-224972222.2,4.852281056,-4.561423075,1462000000.0,55.88003705
3161,Czech Republic,CZE,2006,-3996084353.0,0.690924062,6.853522334,94928821911.0,121.00532390000001
3162,Belize,BLZ,1995,-17246500.0,6.078657088,0.643973578,162000000.0,67.56534488
3163,Algeria,DZA,1977,-2325189757.0,11.92709942,5.258585987,5944400000.0,62.31857489
3164,Moldova,MDA,2003,-130130000.0,14.86563148,6.599999906,790000000.0,110.4849785
3165,Guatemala,GTM,2001,-1252904185.0,-4.0839304410000015,2.33257416,2466000000.0,43.16465431
3166,Niger,NER,1981,-181495368.1,10.62826136,0.608915239,455000000.0,44.45174471
3167,Lesotho,LSO,1979,0.0,2.428385527,2.893918778,45083100.0,128.4248523
3168,Costa Rica,CRI,2011,-2265057621.0,4.548391869,4.30710166,10408400000.0,63.00567962
3170,Jordan,JOR,1976,36146393.0,4.69389147,24.30957216,206967000.0,70.98274705
3172,Seychelles,SYC,1980,-15622848.71,22.06134676,-4.248522588999999,21000000.0,81.43475952
3173,United Kingdom,GBR,1977,145041980.6,13.72676292,2.443093761,55859900000.0,45.25518046
3174,Madagascar,MDG,2013,-735141147.7,5.0860787069999995,2.25520404,1922607000.0,48.88010849
3176,El Salvador,SLV,2010,-532815819.1,2.2690277759999997,1.365346664,4499400000.0,60.30068637
3177,"Bahamas, The",BHS,2011,-1203144000.0,-0.859563319,0.611979167,833500000.0,48.15209125
3180,Ecuador,ECU,1980,-641590000.0,21.63569219,3.708682969,2481000000.0,26.47426733
3182,Singapore,SGP,1990,3121873621.0,4.65075058,10.04421048,52730000000.0,313.963024
3183,Dominican Republic,DOM,2004,1041480000.0,45.1911284,1.31195822,5936000000.0,62.72450699
3184,Ukraine,UKR,1999,1658000000.0,27.39992471,-0.19999999699999998,11582000000.0,74.18469261
3185,Japan,JPN,2004,182000000000.0,-1.100776947,2.204730325,566000000000.0,21.18765236
3186,Pakistan,PAK,2000,-85000000.0,24.89115055,4.260088012,9028000000.0,26.89839239
3187,Albania,ALB,2008,-2018682224.0,7.630324712,3.760853683,1354830000.0,51.27900897
3188,Australia,AUS,2004,-41286950910.0,3.282252142,4.145671395,86564508000.0,31.94831157
3190,Fiji,FJI,1979,-58762066.05,8.141350317999999,12.22481977,313820000.0,76.8439977
3192,Mali,MLI,1998,-208188203.3,1.739575029,7.57166764,556000000.0,45.09720162
3193,Algeria,DZA,2009,431665235.5,-11.18979348,1.6322438380000002,45174050000.0,61.56068059
3194,Finland,FIN,2008,6151036606.0,3.0768846819999998,0.7206684870000001,96455385873.0,66.34071139999999
3195,Slovak Republic,SVK,2000,-694258356.3,9.37318212,1.210173376,11831880052.0,84.46437881
3196,Spain,ESP,2011,-47061153917.0,0.028968199,-0.998764958,307000000000.0,45.90899818
3197,Israel,ISR,2002,-1290600000.0,4.17763164,0.161829705,29347000000.0,53.57589259
3198,France,FRA,2008,-28183442047.0,2.379119109,0.195294766,616000000000.0,45.59776642
3201,Singapore,SGP,1976,-567417985.3,1.7152937769999999,7.436719232000001,6585450000.0,247.4705618
3203,Myanmar,MMR,1997,-412031207.6,33.79422446,5.651582962999999,874410000.0,
3204,Malaysia,MYS,2002,7189736842.0,3.1286140510000005,5.390988339,94058000000.0,172.4691815
3205,Dominica,DMA,2001,-52138148.15,1.684669248,0.473103034,44000000.0,51.00265829
3207,Malaysia,MYS,2007,29770093208.0,1.882609033,9.427665099,176000000000.0,166.4374099
3208,Vietnam,VNM,2006,-163741800.0,8.568947975,6.977954812,39826200000.0,127.82670890000001
3209,Australia,AUS,1991,-10586162829.0,3.042064209,-0.375332994,41854000000.0,25.608721799999998
3210,Czech Republic,CZE,2005,-2809704226.0,0.073659956,6.533468806,78110304443.0,113.4586477
3212,South Africa,ZAF,1982,-3525807428.0,13.98493887,-0.38339076899999996,17673000000.0,43.6292039
3213,Fiji,FJI,2013,-406941842.0,3.621295703,4.734220337,1107990000.0,93.88032357
3214,"Bahamas, The",BHS,1993,48660000.0,-0.851984086,0.30780693800000003,162000000.0,36.0931436
3215,"Egypt, Arab Rep.",EGY,2015,-16786500000.0,9.93088973,4.372019078,21349000000.0,25.52554855
3216,"Bahamas, The",BHS,1981,-139900000.1,17.68832771,-9.22640508,1972000000.0,353.3123028
3220,Colombia,COL,1978,258132000.0,17.10689585,8.46345,3009800000.0,25.70892998
3221,Hungary,HUN,1995,-1576899744.0,26.73278896,1.489525475,12865000000.0,61.03115311
3222,Spain,ESP,2012,-3419696457.0,0.067950146,-2.927750507,295000000000.0,47.34877637
3225,Ghana,GHA,1997,-403464000.0,19.45816743,4.1963575760000005,1635000000.0,57.47819802
3226,Italy,ITA,1971,1617368233.0,7.178839624,1.8181079919999998,15104600000.0,25.0069359
3227,Bangladesh,BGD,1992,180790960.4,2.582161899,5.442685551,2098000000.0,18.38602029
3230,El Salvador,SLV,1980,33920000.0,16.95186403,-11.77131766,967000000.0,54.08566559
3231,Brazil,BRA,1976,-6520000000.0,47.62698515,9.790410161,10128000000.0,15.6237289
3232,Ecuador,ECU,2001,-551175742.4,28.41427846,4.0156298999999995,4678000000.0,41.03672977
3233,Malawi,MWI,2009,-543638747.9,7.899822531,8.328110276,1187917000.0,51.84288962
3234,Barbados,BRB,1991,-23600000.0,3.224689544,-3.90000762,207000000.0,45.13953281
3235,United Kingdom,GBR,2006,-84316145740.0,3.027195574,2.455999651,451000000000.0,39.49985203
3236,Antigua and Barbuda,ATG,2010,-167107016.3,1.440233795,-7.200024461,45715000.0,47.458540299999996
3237,Tanzania,TZA,1983,-304608020.3,,,364000000.0,
3238,Brazil,BRA,2003,4177288492.0,14.09080372,1.141007013,73084000000.0,22.19927175
3239,Senegal,SEN,1985,-359566697.9,8.991468031,3.283470692,562000000.0,46.85706829
3240,Estonia,EST,2000,-299009347.5,3.7605291289999996,10.56807495,3830000000.0,156.2144175
3241,Ghana,GHA,1977,-79748084.34,67.2507824,2.274107244,1014090000.0,64.32939174
3242,Myanmar,MMR,2013,-388582899.8,4.378070843,8.426001025,11232800000.0,38.61855435
3243,Libya,LBY,2006,22170000000.0,9.46070039,6.500547227,40260435302.0,84.24193017
3244,Bolivia,BOL,1998,-666100000.0,7.051127707999999,5.029354755,1104000000.0,36.32813692
3246,Netherlands,NLD,1988,7131957793.0,0.81963797,3.441218877,103000000000.0,78.38835242
3247,Israel,ISR,2015,15358700000.0,2.2444449019999997,3.0379438989999996,63700900000.0,43.02642826
3249,Angola,AGO,1997,-883540000.0,94.31957098,7.90000001,5007000000.0,99.41978003
3250,South Africa,ZAF,2007,-16171239012.0,8.849410175,5.36046514,69784100000.0,52.91503934
3251,Estonia,EST,2011,308833714.8,5.260896423999999,7.597300209,16708681162.0,147.46478280000005
3252,Denmark,DNK,1995,1854784040.0,1.2824369340000001,3.027634073,50906000000.0,52.34667891
3254,Togo,TGO,2004,-206888402.0,3.016469429,2.119065316,601000000.0,76.45549745
3255,Barbados,BRB,1975,-41359840.27,,,107317000.0,
3257,South Africa,ZAF,1971,-1488132778.0,6.006721869,4.278970429,3482830000.0,38.58799807
3258,Colombia,COL,2002,-1302456087.0,5.968190572999999,2.503980465,11911000000.0,25.14167998
3259,United States,USA,1997,-141000000000.0,1.711503645,4.487026493,689000000000.0,18.44919826
3260,Mexico,MEX,1997,-7664937000.0,17.79880479,6.962888801,110000000000.0,46.51947551
3261,Syrian Arab Republic,SYR,1983,-844000000.0,5.044528597,1.4291739490000002,1923000000.0,36.75554133
3265,Greece,GRC,1999,-7294900000.0,3.62273356,3.0725966639999998,11069518084.0,29.18361089
3266,St. Vincent and the Grenadines,VCT,1999,-67837037.04,1.8164946290000001,2.7109179410000004,49000000.0,63.98457848
3267,Guatemala,GTM,2011,-1598673041.0,6.93307659,4.161945918,10400900000.0,56.68658077
3268,Mali,MLI,1994,-162624705.3,39.56235191,3.779934051,335000000.0,44.38367611
3269,Brazil,BRA,1975,-6968000000.0,33.86227732,5.209075901,8670000000.0,17.995402300000006
3270,"Bahamas, The",BHS,1999,-324397720.0,4.950940506,7.144129932,462000000.0,36.86063656
3271,Oman,OMN,2004,876566970.1,13.0068959,1.292112564,13341500000.0,89.39366152
3272,Djibouti,DJI,1995,77638545.81,4.88604768,-3.488261164,13600000.0,38.23404438
3273,"Gambia, The",GMB,1982,-21451164.68,14.48741841,-0.764582639,44000000.0,68.03933449
3274,Germany,DEU,2005,132000000000.0,0.620694358,0.706713948,971000000000.0,61.08831293
3275,Portugal,PRT,2010,-24201695545.0,0.64347606,1.898691176,49406063658.0,53.35840239
3277,Kuwait,KWT,2011,66145829374.0,17.22778175,9.628436082,102000000000.0,82.57786699
3279,Guinea,GIN,2005,-160340000.0,27.39084537,2.9972725610000004,852690000.0,56.95094068
3280,South Africa,ZAF,1970,-1289399485.0,4.287668409,5.248674135,3344180000.0,39.02327969
3281,Italy,ITA,2001,6103870992.0,2.986117405,1.772188761,244000000000.0,41.35786795
3282,Colombia,COL,2012,-11365501522.0,2.988986956,4.0439438060000015,60125166000.0,32.2385293
3283,Togo,TGO,1988,-87181988.54,2.585776451,6.642369772,242000000.0,52.87024175
3284,Guinea,GIN,2015,-1020197641.0,2.82194579,3.5059249969999997,1781150000.0,45.39848064
3285,Slovak Republic,SVK,1999,-1155087878.0,7.28403413,-0.205069439,10211290670.0,70.78651503
3286,Romania,ROU,2011,-9276545444.0,4.740643883,1.05629446,63035392656.0,75.26631423
3287,Morocco,MAR,2011,-7999598422.0,-0.690980556,5.2456972969999995,21653908000.0,65.03486292
3289,Tunisia,TUN,1988,209838104.1,7.704193958999999,0.072159078,2395000000.0,60.25974182
3290,Switzerland,CHE,1981,3426767759.0,5.6611073339999995,1.6013358819999999,27031000000.0,52.96439244
3291,Israel,ISR,2005,4540100000.0,1.1347714690000001,4.13344637,42770400000.0,63.11249024
3292,Bahrain,BHR,2006,2187449379.0,8.842531381,6.468567672000001,12200000000.0,122.75111969999999
3294,Guyana,GUY,2011,-372288521.1,7.924569738,5.196298129,1129100000.0,112.561058
3295,Argentina,ARG,2007,6048537893.0,14.93992502,9.007650875,55778800000.0,34.94752628
3296,China,CHN,1998,31472000000.0,-0.892589361,7.837613919,184000000000.0,31.480605699999998
3297,Ethiopia,ETH,1984,-130096618.4,-2.7339799439999997,-2.8480214530000003,417000000.0,16.7854403
3298,Guyana,GUY,1978,-29568627.46,14.78778574,-1.8061887719999998,295608000.0,113.2900134
3301,El Salvador,SLV,2011,-1111764528.0,5.6909467010000006,2.216720545,5308300000.0,66.00446691
3302,Malawi,MWI,2011,-1136712570.0,14.07576137,4.854055109,1425289000.0,48.14245254
3303,Myanmar,MMR,1976,-34136683.26,10.12871565,6.080396229,206221000.0,
3304,Sri Lanka,LKA,1983,-466000705.7,16.90683027,4.81399097,1066000000.0,55.84459009
3305,Antigua and Barbuda,ATG,1983,-9100000.0,5.172488372,5.364009643,20000000.0,70.82304183
3307,Algeria,DZA,1988,-2039640899.0,9.060963477,-1.00000549,7810000000.0,26.23158689
3308,Burundi,BDI,2009,-161180586.8,8.247352888,3.468425425,67392000.0,26.9928757
3310,Angola,AGO,1987,447000000.0,-7.321594072000001,7.900000004,2168000000.0,51.926159999999996
3311,Latvia,LVA,2013,-822517999.7,1.6468776680000001,2.429851208,14466594870.0,106.86369609999998
3312,Jordan,JOR,2004,39195475.25,3.091808145,8.567297894,3882967419.0,105.70520330000001
3314,Libya,LBY,1980,8213794453.0,,,21910000000.0,
3315,Moldova,MDA,2007,-671100000.0,15.90683386,3.0000001989999996,1341798000.0,114.32605749999999
3316,United States,USA,2014,-374000000000.0,1.794674383,2.569193594,1620000000000.0,23.141894699999998
3317,Namibia,NAM,2007,748805758.3,6.909023696,6.617094452999999,2921620000.0,73.69544728
3318,Malaysia,MYS,2005,19979946360.0,8.86235685,5.332139139,142000000000.0,178.3199538
3319,Pakistan,PAK,2008,-15654500000.0,13.20400982,1.701405465,20323100000.0,36.83707974
3320,Cabo Verde,CPV,1992,-12146859.08,-4.115844926,10.93764724,5000000.0,51.79737082
3322,France,FRA,1988,-4618908100.0,3.210682242,4.733954269,168000000000.0,33.86835747
3323,Mauritius,MUS,2006,-604410278.3,10.78478706,8.538255614,2328839000.0,84.73103728
3324,Grenada,GRD,1981,-13871851.85,2.7087119310000003,1.534187999,19000000.0,63.120436100000006
3326,Mali,MLI,2000,-254522526.3,-0.61972792,-0.060834972,545000000.0,45.73259127
3327,Grenada,GRD,1983,-14900000.0,1.3934843890000002,3.632575695,19000000.0,57.66157042
3328,Argentina,ARG,1987,-4235000000.0,127.08637639999999,2.9099931310000002,6360000000.0,10.96068531
3329,Saudi Arabia,SAU,1971,971732954.1,10.54626449,20.51221674,3850460000.0,64.83849808
3330,Malaysia,MYS,2015,9067639114.0,-0.37450458799999997,5.028006349,199000000000.0,126.5607443
3331,Sweden,SWE,1999,10777831816.0,0.935030756,4.530152752,84889216183.0,56.66260196
3332,Romania,ROU,1988,3922000000.0,,,11390000000.0,46.63127188
3333,Jamaica,JAM,1998,-333800000.0,23.66277199,-2.334553543,1312000000.0,49.86063719
3334,India,IND,1997,-2965195307.0,6.476271262999999,4.049820849,35008000000.0,18.62934881
3335,Solomon Islands,SLB,1997,-37907509.09,6.25788744,-1.439673626,157000000.0,55.46560709
3336,Samoa,WSM,1977,-9731864.873,,,14736500.0,
3338,Panama,PAN,1988,721400000.0,-0.191929168,-13.37984378,307000000.0,17.92374763
3339,Kenya,KEN,2009,-1688505911.0,11.63730368,3.306939815,4463443000.0,39.61330369
3340,Cabo Verde,CPV,1986,1728119.583,17.69339592,2.871455425,4000000.0,58.22150364
3341,Aruba,ABW,2004,270888268.2,8.957724837999999,1.176690484,3434636872.0,315.2117775
3342,Cabo Verde,CPV,1981,-21614276.72,9.57797518,8.451562412000001,3000000.0,53.05872257
3343,France,FRA,2001,20956962153.0,2.000650725,1.954449425,323000000000.0,47.16962405
3344,"Venezuela, RB",VEN,1970,-104000000.0,1.134129443,7.7119143810000015,3168990000.0,39.21025642
3345,Panama,PAN,1981,-535000000.5,3.642165613,9.206809453,328000000.0,35.76884784
3346,"Venezuela, RB",VEN,1985,3327000000.0,10.45134254,0.19330016100000005,14438000000.0,38.91207294
3347,France,FRA,2009,-22058758639.0,0.096624424,-2.941341055,485000000000.0,38.816672600000004
3348,Bolivia,BOL,2013,1053982417.0,5.995388017000001,6.796011706,11656675000.0,68.47644057
3349,Mauritius,MUS,2010,-1005773529.0,1.126418905,4.377203239,2261495000.0,66.44712932
3350,Nigeria,NGA,1996,1098803755.0,32.72708646,4.993705537,16153000000.0,64.56794157
3351,Fiji,FJI,2006,-506040406.7,3.7251069930000003,1.852483092,694179000.0,80.52275832
3352,Belize,BLZ,2001,-190365259.8,-0.222680905,5.015662999,169000000.0,78.68230311
3353,Bahrain,BHR,1982,425558511.8,13.72399415,-7.5562177120000005,3789000000.0,203.0586519
3354,Greece,GRC,1989,-2561000000.0,14.49897294,3.799999997,7545000000.0,29.9308908
3355,"Venezuela, RB",VEN,1976,254000000.0,7.307798186,7.7277398470000005,9299180000.0,46.87326692
3356,Morocco,MAR,2012,-9571267652.0,0.36933523,3.009961262,21445700000.0,67.48772625
3357,Myanmar,MMR,1998,-494217241.2,35.82523976,5.8662131529999995,1077320000.0,
3358,Slovenia,SVN,2013,2112092768.0,1.602324383,-1.132054981,34018883070.0,140.0611374
3359,Aruba,ABW,1990,-158156424.6,,,155474860.3,
3360,Samoa,WSM,1980,-12911904.64,,,17000000.0,
3362,Ghana,GHA,1978,-45940350.9,73.30669458,8.475935599,1093210000.0,57.31283303
3363,Mauritania,MRT,1993,-174014775.8,11.91288483,5.873637251,423000000.0,69.44305553
3364,Trinidad and Tobago,TTO,1981,414625000.2,7.591714924,4.215727998999999,3761000000.0,98.48280794
3365,Italy,ITA,2015,28149263199.0,0.937903127,0.9519588720000001,457000000000.0,47.38417037
3366,Poland,POL,2009,-17867000000.0,3.7712337889999996,2.820259759,137000000000.0,64.94020571
3367,"Bahamas, The",BHS,2008,-1222077999.0,1.493441555,-2.324172373,955800000.0,50.37953195
3368,Malaysia,MYS,2014,14846475978.0,2.467466779,6.00672195,234000000000.0,130.9753598
3370,Bolivia,BOL,2004,337499451.3,7.967708657,4.173295588999999,2146050000.0,45.48095913
3371,Barbados,BRB,2008,-475655345.4,1.4451736530000001,0.39602217700000003,487795000.0,52.26451501
3372,Guinea-Bissau,GNB,2010,-70790428.79,2.9749016619999997,4.7241273139999995,126596000.0,37.97778867
3373,Colombia,COL,2016,-12128921762.0,5.8524319579999995,1.960049844,31394310000.0,27.00684025
3374,Comoros,COM,2011,-55427015.08,2.624175535,2.6000000880000003,25793000.0,51.6004449
3375,Ecuador,ECU,1996,-54840000.0,1.490154815,1.731747514,5198600000.0,37.58884564
3376,Bangladesh,BGD,2012,2575500681.0,8.164597746,6.521435078,25127070000.0,44.46765155
3378,Canada,CAN,1995,-5061197311.0,2.260575656,2.677708436,192000000000.0,59.70266887
3379,Dominica,DMA,1994,-26155555.56,5.987638316,1.431325265,47000000.0,66.36985595
3380,Ghana,GHA,2008,-3327428936.0,19.41027092,9.149799094,5269726000.0,54.46873967
3381,Russian Federation,RUS,2003,33128110000.0,13.78006147,7.295854331,136000000000.0,49.26225123
3382,Burundi,BDI,2000,-50162533.19,38.9448932,-0.8568640590000001,50000000.0,22.74591263
3383,Benin,BEN,2010,-530337545.6,0.878401222,2.1168501269999997,1281610000.0,47.85328154
3384,Guatemala,GTM,1983,-223900000.0,6.560975497,-2.5720914440000002,1159000000.0,25.24861767
3385,Mexico,MEX,1981,-16240000000.0,26.00945817,8.772600561,23307000000.0,20.70072567
3386,Tunisia,TUN,1991,-469381593.4,7.036802091,3.904545301,3699000000.0,67.97818569
3387,Liberia,LBR,2008,-354304953.9,7.34935156,7.146939285,242400000.0,124.2058467
3388,Seychelles,SYC,1996,-52419089.27,-1.5323891369999998,4.917525348,140000000.0,103.1668707
3390,Ghana,GHA,2010,-2747340000.0,16.5956141,7.899740293,7960090000.0,58.68635041
3392,Angola,AGO,2005,5137882651.0,26.816431899999994,18.26145032,24109000000.0,114.97602240000002
3393,Morocco,MAR,2000,-474860979.7,-0.74228819,1.912872981,7432000000.0,48.80942256
3394,Australia,AUS,2016,-37026041605.0,-0.413723214,2.765773499,191000000000.0,32.15039968
3395,Nigeria,NGA,2005,36529017085.0,22.02440327,3.444666813,50467000000.0,63.44948325
3396,"Congo, Rep.",COG,2003,520474598.5,-4.251536918999999,0.813264075,2677000000.0,100.3470151
3397,Mali,MLI,1991,-172523247.3,-5.816057299,11.74520379,312000000.0,36.08489472
3398,South Africa,ZAF,1996,-1678190242.0,7.898718057999999,4.306727868,29221000000.0,40.24375844
3399,"Korea, Rep.",KOR,1983,-3505600000.0,4.847728309,13.24206343,24446000000.0,58.18825953
3400,Mauritania,MRT,1986,-194265311.3,7.260251667,5.713579354,360000000.0,72.36351923
3401,Vanuatu,VUT,2002,-17057093.24,2.782802682,-5.111218569,20000000.0,41.76901005
3402,South Africa,ZAF,1992,1980166934.0,14.567766500000001,-2.137056887,23440000000.0,32.09180998
3404,Uganda,UGA,1983,-72237297.72,45.94449261,5.7445577089999995,372000000.0,33.43252492
3405,"Venezuela, RB",VEN,2016,-3870000000.0,,,23867000000.0,
3406,Norway,NOR,1980,1078687823.0,13.12609399,4.564618249,18563000000.0,55.07346347
3408,Antigua and Barbuda,ATG,1988,-45037037.04,12.37060649,5.213268558,17000000.0,66.97810386
3409,Norway,NOR,1975,-2478228757.0,8.885225502,4.952034521,7231500000.0,51.51207599
3410,Ecuador,ECU,1991,-708000000.0,6.889320382999999,4.291342398,2852000000.0,30.90908025
3411,Botswana,BWA,1999,583453155.3,14.23520845,9.667240742,2644000000.0,88.28907237
3412,Benin,BEN,1991,-216384278.8,0.756620152,4.2257994189999994,330000000.0,28.74492133
3413,Dominican Republic,DOM,1987,-364100000.0,14.42295659,10.11736736,1498000000.0,67.22170245
3414,Philippines,PHL,1992,-1000000000.0,7.932658329,0.33760303,9751000000.0,47.5986028
3415,Cyprus,CYP,2011,-1099262515.0,1.908999735,0.321196,1818001651.0,38.26690906
3416,Malaysia,MYS,2006,26199509355.0,3.98075743,5.584847075,161000000000.0,178.9835776
3417,Poland,POL,2015,-2659000000.0,0.7561992270000001,3.844593971,199000000000.0,82.92312136
3418,Zambia,ZMB,1991,-305700000.0,92.65457821,-0.036133384,1083000000.0,56.26120715
3419,"Congo, Rep.",COG,2013,1936401764.0,-3.658243547,3.4407052489999996,9028216000.0,108.45707949999999
3420,Kiribati,KIR,1988,-1836068.989,4.954481793,9.174311927,5000000.0,62.83145455
3421,United States,USA,1993,-84782800000.0,2.379261482,2.745856719,465000000000.0,15.52921635
3422,Lithuania,LTU,2010,-487571167.9,2.3785233690000003,1.639819649,20748175754.0,118.93945790000001
3423,Mali,MLI,1990,-221145012.7,7.6021126510000006,-2.502395103,359000000.0,35.83264436
3424,Myanmar,MMR,2014,-1832606375.0,4.173538117,7.991243344,11452700000.0,42.29231688
3425,Malta,MLT,2010,-419944052.3,3.829863487,3.5426832139999997,3585933585.0,98.93529985
3426,Canada,CAN,1968,-980736864.1,3.635828763,5.295341864,13171300000.0,35.96925981
3427,Lithuania,LTU,1997,-981337500.0,11.45056547,8.293228719,3860000000.0,93.92037742
3428,Vietnam,VNM,2000,1106000000.0,3.4088276619999998,6.787316408,14483000000.0,96.6267775
3429,Lesotho,LSO,1989,70934079.27,14.83928391,5.795244407,66000000.0,137.8670289
